OBJECTID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, Not Hispanic or Latino Population","White alone, Not Hispanic or Latino Population - Margin of Error","Black or African American alone, Not Hispanic or Latino Population","Black or African American alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native alone, Not Hispanic or Latino Population","American Indian and Alaska Native alone, Not Hispanic or Latino Population - Margin of Error","Asian alone, Not Hispanic or Latino Population","Asian alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race alone, Not Hispanic or Latino Population","Some Other Race alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, Non-Hispanic","Percent of Population that is White alone, Non-Hispanic - Margin of Error","Percent of Population that is Black or African American alone, Non-Hispanic","Percent of Population that is Black or African American alone, Non-Hispanic - Margin of Error","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic","Percent of Population that is American Indian and Alaska Native alone, Non-Hispanic - Margin of Error","Percent of Population that is Asian alone, Non-Hispanic","Percent of Population that is Asian alone, Non-Hispanic - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic","Percent of Population that is Native Hawaiian and Other Pacific Islander alone, Non-Hispanic - Margin of Error","Percent of Population that is Some Other Race alone, Non-Hispanic","Percent of Population that is Some Other Race alone, Non-Hispanic - Margin of Error","Percent of Population that is 2 or More Races, Non-Hispanic","Percent of Population that is 2 or More Races, Non-Hispanic - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Shape_Length,Shape_Area
84,01021060101,55927587,209292,Census Tract 601.01,Alabama,Chilton County,4262,622,2979,535,1268,355,0,12,5,12,0,12,0,12,3,9,7,13,69.9,7.315489196,29.8,7.108230036,0,0.281557954,0.1,0.281036914,0,0.281557954,0,0.281557954,0.1,0.21091845,0.2,0.304077849,41074.78512,79698720.11
85,01021060200,98607683,3272749,Census Tract 602,Alabama,Chilton County,2887,563,2817,548,7,13,10,17,0,12,0,12,0,12,0,12,53,85,97.6,26.87716012,0.2,0.447804985,0.3,0.584959385,0,0.415656391,0,0.415656391,0,0.415656391,0,0.415656391,1.8,2.92238568,89420.57403,140621345.6
86,01021060300,272143269,9127090,Census Tract 603,Alabama,Chilton County,3592,439,3388,399,24,39,0,12,0,12,0,12,0,12,139,150,41,61,94.3,16.00847896,0.7,1.082670973,0,0.334075724,0,0.334075724,0,0.334075724,0,0.334075724,3.9,4.149079017,1.1,1.692478916,233961.4971,388538125.5
87,01021060401,91219890,389055,Census Tract 604.01,Alabama,Chilton County,4999,620,4543,546,251,102,0,12,2,4,0,12,0,12,36,30,167,162,90.9,15.69499571,5,1.943057809,0,0.24004801,0,0.079862003,0,0.24004801,0,0.24004801,0.7,0.593436387,3.3,3.21405266,55690.2072,130380491.9
88,01021060500,451101195,1388376,Census Tract 605,Alabama,Chilton County,3510,627,2579,573,812,291,0,12,0,12,0,12,46,70,65,80,8,19,73.5,9.707151427,23.1,7.187262413,0,0.341880342,0,0.341880342,0,0.341880342,1.3,1.980513868,1.9,2.25506847,0.2,0.539777247,142807.4173,641484168.8
89,01021060600,260741584,395895,Census Tract 606,Alabama,Chilton County,3745,630,3452,623,78,59,0,12,19,39,0,12,0,12,0,12,196,187,92.2,6.024577087,2.1,1.535978605,0,0.320427236,0.5,1.037885283,0,0.320427236,0,0.320427236,0,0.320427236,5.2,4.915092932,107376.696,370397906.2
90,01023956700,577280931,4176841,Census Tract 9567,Alabama,Choctaw County,3335,417,698,195,2577,396,0,12,21,31,0,12,0,12,39,49,0,12,20.9,5.228741515,77.3,6.90236685,0,0.35982009,0.6,0.926194724,0,0.35982009,0,0.35982009,1.2,1.461971345,0,0.35982009,206555.3798,811397070.7
91,01023956800,752715861,7297622,Census Tract 9568,Alabama,Choctaw County,4207,537,2640,304,1483,393,5,10,4,10,0,12,0,12,15,23,60,61,62.8,10.78777658,35.3,8.186508564,0.1,0.237214472,0.1,0.237389043,0,0.285238888,0,0.285238888,0.4,0.544810244,1.4,1.438490859,263927.6947,1052876454
92,01023956900,578524806,1887164,Census Tract 9569,Alabama,Choctaw County,3136,339,2803,300,319,140,0,12,0,12,0,12,0,12,7,7,7,14,89.4,13.59670617,10.2,4.326743239,0,0.382653061,0,0.382653061,0,0.382653061,0,0.382653061,0.2,0.221906268,0.2,0.445776002,183638.6697,806325305.4
93,01023957000,457378483,5752694,Census Tract 9570,Alabama,Choctaw County,2077,300,1059,182,1014,255,2,3,0,12,0,12,0,12,0,12,2,4,51,4.748445351,48.8,10.05027023,0.1,0.143767895,0,0.577756379,0,0.577756379,0,0.577756379,0,0.577756379,0.1,0.192082573,176323.9837,635796748.2
94,01025957500,249009553,71854,Census Tract 9575,Alabama,Clarke County,1571,256,1082,253,489,211,0,12,0,12,0,12,0,12,0,12,0,12,68.9,11.54955834,31.1,12.4363504,0,0.763844685,0,0.763844685,0,0.763844685,0,0.763844685,0,0.763844685,0,0.763844685,116395.7602,345821463.1
95,01025957601,489643301,88512,Census Tract 9576.01,Alabama,Clarke County,971,283,697,166,220,228,0,12,4,7,0,12,0,12,44,53,6,9,71.8,27.01759525,22.7,22.53329515,0,1.235839341,0.4,0.710838114,0,1.235839341,0,1.235839341,4.5,5.296103678,0.6,0.909214921,127912.7361,681255993.5
96,01025957700,370157637,7618310,Census Tract 9577,Alabama,Clarke County,1586,369,900,301,635,225,0,12,6,11,0,12,0,12,45,69,0,12,56.7,13.63358872,40,10.69985934,0,0.756620429,0.4,0.687961059,0,0.756620429,0,0.756620429,2.8,4.300192966,0,0.756620429,195137.235,516239390.7
97,01025957800,832713945,4900838,Census Tract 9578,Alabama,Clarke County,4823,568,2355,357,2440,470,0,12,1,2,0,12,0,12,27,33,0,12,48.8,4.660682475,50.6,7.711433217,0,0.248807796,0,0.041396011,0,0.248807796,0,0.248807796,0.6,0.681037681,0,0.248807796,241974.9254,1152686329
98,01025957901,375908864,3245295,Census Tract 9579.01,Alabama,Clarke County,2963,463,1971,379,890,269,9,16,6,11,0,12,47,67,40,47,0,12,66.5,7.45426075,30,7.771202979,0.3,0.537903264,0.2,0.369894414,0,0.404994938,1.6,2.247595733,1.3,1.572140781,0,0.404994938,114965.5408,521140017.4
99,01025957902,107838313,2505439,Census Tract 9579.02,Alabama,Clarke County,3877,336,1770,303,2055,339,0,12,36,42,0,12,0,12,16,24,0,12,45.7,6.739780975,53,7.439997248,0,0.309517668,0.9,1.080318767,0,0.309517668,0,0.309517668,0.4,0.61800126,0,0.309517668,81578.59669,149952997.9
100,01027958900,513045562,1903126,Census Tract 9589,Alabama,Clay County,5209,477,3927,467,1124,235,0,17,0,17,0,17,5,17,18,22,135,114,75.4,5.719892296,21.6,4.055681752,0,0.326358226,0,0.326358226,0,0.326358226,0.1,0.326239837,0.3,0.421158868,2.6,2.175613954,176887.4021,740557437.2
101,01027959000,179659634,1129596,Census Tract 9590,Alabama,Clay County,2777,335,2000,350,474,197,0,12,10,19,0,12,0,12,50,58,243,129,72,9.130524402,17.1,6.78858359,0,0.432120994,0.4,0.682811136,0,0.432120994,0,0.432120994,1.8,2.0772602,8.8,4.523773579,88467.69388,259519427
102,01027959100,383023760,776990,Census Tract 9591,Alabama,Clay County,3021,431,2798,508,198,166,0,12,0,12,0,12,0,12,25,36,0,12,92.6,10.40019594,6.6,5.414724803,0,0.397219464,0,0.397219464,0,0.397219464,0,0.397219464,0.8,1.185795396,0,0.397219464,165923.5793,548798330.2
103,01027959200,488526470,1471904,Census Tract 9592,Alabama,Clay County,2278,408,1958,366,239,171,0,12,23,34,0,12,0,12,26,41,32,52,86,4.598828261,10.5,7.267584571,0,0.526777875,1,1.481541976,0,0.526777875,0,0.526777875,1.1,1.7881778,1.4,2.268796571,226198.8497,700533962
104,01029959500,491477608,461737,Census Tract 9595,Alabama,Cleburne County,2952,410,2780,391,30,27,0,12,0,12,0,12,0,12,129,103,13,19,94.2,2.087999016,1,0.903677529,0,0.406504065,0,0.406504065,0,0.406504065,0,0.406504065,4.4,3.435966952,0.4,0.64071867,144701.2245,714642334
105,01029959600,244055499,915418,Census Tract 9596,Alabama,Cleburne County,3981,235,3686,271,204,118,3,8,1,6,0,12,0,12,54,80,33,34,92.6,4.057941303,5.1,2.948603947,0.1,0.200905292,0,0.150708606,0,0.301431801,0,0.301431801,1.4,2.007949464,0.8,0.852653843,103363.4319,354786858
106,01029959700,418769374,629961,Census Tract 9597,Alabama,Cleburne County,3456,489,3020,453,114,144,0,12,0,12,0,12,14,24,0,12,308,45,87.4,4.351451164,3.3,4.140443659,0,0.347222222,0,0.347222222,0,0.347222222,0.4,0.692074965,0,0.347222222,8.9,0.324533231,155086.9898,605432586.3
107,01029959800,296363972,345101,Census Tract 9598,Alabama,Cleburne County,4563,371,4359,361,46,73,18,27,0,12,0,12,0,12,114,48,26,28,95.5,1.504367757,1,1.597723588,0.4,0.590846081,0,0.262984878,0,0.262984878,0,0.262984878,2.5,1.032140606,0.6,0.611880023,129388.2949,428597515.2
108,01031010100,244162407,108904,Census Tract 101,Alabama,Coffee County,2216,280,1996,282,13,9,47,30,0,12,0,12,0,12,85,52,75,81,90.1,5.693448728,0.6,0.399315625,2.1,1.327000798,0,0.541516245,0,0.541516245,0,0.541516245,3.8,2.29597409,3.4,3.630132669,101621.909,337448206.1
109,01031010200,208317555,177901,Census Tract 102,Alabama,Coffee County,1745,190,1464,164,135,63,11,8,0,12,0,12,0,12,101,57,34,43,83.9,2.20936128,7.7,3.510670789,0.6,0.453285697,0,0.687679083,0,0.687679083,0,0.687679083,5.8,3.205105404,1.9,2.455034093,89838.18733,287942933
110,01031010300,292443579,93160,Census Tract 103,Alabama,Coffee County,4243,237,3607,239,274,111,23,16,42,61,0,12,16,19,122,70,159,93,85,3.030032128,6.5,2.591087074,0.5,0.375874136,1,1.436598435,0,0.28281876,0.4,0.447300721,2.9,1.641939968,3.7,2.181828051,121839.215,403031395
111,01031010400,209085727,506076,Census Tract 104,Alabama,Coffee County,1706,203,1322,179,181,74,37,43,0,12,0,12,0,12,134,58,32,35,77.5,5.006650996,10.6,4.149849753,2.2,2.507269279,0,0.703399766,0,0.703399766,0,0.703399766,7.9,3.268770428,1.9,2.039405442,97075.53556,288580637.2
112,01031010500,200766695,1059903,Census Tract 105,Alabama,Coffee County,4815,290,3172,363,1494,225,10,17,5,10,0,12,0,12,110,91,24,31,65.9,6.410382375,31,4.282950425,0.2,0.352841695,0.1,0.207590127,0,0.249221184,0,0.249221184,2.3,1.884912001,0.5,0.643121108,87166.84753,278042862.7
113,01031010600,128037021,606115,Census Tract 106,Alabama,Coffee County,1630,244,1542,236,10,9,20,21,11,16,0,12,0,12,26,32,21,24,94.6,3.014823367,0.6,0.544456296,1.2,1.275183698,0.7,0.976383064,0,0.736196319,0,0.736196319,1.6,1.948615517,1.3,1.459707681,73522.31832,176656698.8
114,01031010700,213566239,808106,Census Tract 107,Alabama,Coffee County,2213,324,1988,330,49,27,54,38,0,12,0,12,0,12,36,38,86,66,89.8,7.027361044,2.2,1.17620812,2.4,1.679551193,0,0.542250339,0,0.542250339,0,0.542250339,1.6,1.70052863,3.9,2.92760276,86764.48081,294246461.3
115,01031010800,137054186,372820,Census Tract 108,Alabama,Coffee County,3000,323,2569,322,106,41,26,27,27,18,0,12,0,12,100,65,172,91,85.6,5.495335111,3.5,1.312652548,0.9,0.895149729,0.9,0.592123627,0,0.4,0,0.4,3.3,2.136736579,5.7,2.969859515,65320.10398,188560957.7
116,01031010900,20262677,0,Census Tract 109,Alabama,Coffee County,2559,398,1335,246,678,200,0,12,0,12,0,12,0,12,429,237,117,83,52.2,5.155451663,26.5,6.640979285,0,0.468933177,0,0.468933177,0,0.468933177,0,0.468933177,16.8,8.886833058,4.6,3.164544061,26492.39598,27831943.1
117,01031011000,28682254,22709,Census Tract 110,Alabama,Coffee County,3702,441,1883,265,878,273,0,12,22,39,0,12,0,12,27,40,892,300,50.9,3.811445569,23.7,6.811717723,0,0.324149109,0.6,1.051103327,0,0.324149109,0,0.324149109,0.7,1.076998309,24.1,7.578367547,26660.25398,39455026.54
118,01031011100,3324444,0,Census Tract 111,Alabama,Coffee County,2347,336,1571,312,336,189,39,51,0,12,0,12,3,5,174,123,224,129,66.9,9.213586501,14.3,7.787656223,1.7,2.15992582,0,0.51129101,0,0.51129101,0.1,0.212250539,7.4,5.132133833,9.5,5.323839776,8897.867694,4570135.59
119,01031011300,19651053,0,Census Tract 113,Alabama,Coffee County,4116,408,1552,260,1801,307,11,19,0,12,0,12,0,12,79,86,673,229,37.7,5.092340321,43.8,6.067922389,0.3,0.460852446,0,0.29154519,0,0.29154519,0,0.29154519,1.9,2.080727126,16.4,5.322340954,23431.0808,27000045.32
120,01035960200,564125364,607402,Census Tract 9602,Alabama,Conecuh County,1905,424,986,267,842,281,0,12,18,18,0,12,0,12,59,54,0,12,51.8,7.9831441,44.2,10.99108757,0,0.62992126,0.9,0.921180675,0,0.62992126,0,0.62992126,3.1,2.749552441,0,0.62992126,137463.7233,780790449.9
121,01035960300,391523893,777900,Census Tract 9603,Alabama,Conecuh County,1673,303,1196,245,433,184,0,12,25,38,0,12,0,12,19,32,0,12,71.5,6.84268635,25.9,9.949279561,0,0.717274357,1.5,2.255187492,0,0.717274357,0,0.717274357,1.1,1.901640238,0,0.717274357,128909.2028,539604253.1
122,01035960400,480284365,2989140,Census Tract 9604,Alabama,Conecuh County,3208,486,1859,288,1349,362,0,12,0,12,0,12,0,12,0,12,0,12,57.9,1.877498766,42.1,9.314010772,0,0.374064838,0,0.374064838,0,0.374064838,0,0.374064838,0,0.374064838,0,0.374064838,164387.1033,664267402.6
123,01035960500,90913732,334237,Census Tract 9605,Alabama,Conecuh County,1782,388,787,235,913,358,20,25,0,12,0,12,0,12,3,6,59,99,44.2,9.024538565,51.2,16.70794606,1.1,1.381471261,0,0.673400673,0,0.673400673,0,0.673400673,0.2,0.33469912,3.3,5.508585728,61699.44222,125808570.6
124,01035960600,675366030,1717809,Census Tract 9606,Alabama,Conecuh County,3651,514,1289,257,2335,490,0,12,27,46,0,12,0,12,0,12,0,12,35.3,4.984464232,64,9.952593555,0,0.328677075,0.7,1.255619814,0,0.328677075,0,0.328677075,0,0.328677075,0,0.328677075,165016.4256,931439246.2
125,01037961000,251399780,1592607,Census Tract 9610,Alabama,Coosa County,3421,402,1062,263,2349,276,0,12,0,12,0,12,0,12,10,16,0,12,31,6.767212528,68.7,11.41023171,0,0.350774627,0,0.350774627,0,0.350774627,0,0.350774627,0.3,0.466436426,0,0.350774627,131459.8832,359739553.8
126,01037961100,784578052,23669235,Census Tract 9611,Alabama,Coosa County,3480,437,3238,412,177,120,0,12,0,12,0,12,0,12,0,12,65,89,93,1.908608513,5.1,3.388608866,0,0.344827586,0,0.344827586,0,0.344827586,0,0.344827586,0,0.344827586,1.9,2.546693021,402220.9273,1120823598
127,01037961200,649869131,14729311,Census Tract 9612,Alabama,Coosa County,3795,476,2624,342,925,272,23,36,0,12,0,12,68,98,83,55,72,75,69.1,2.449553759,24.4,6.482594165,0.6,0.945565893,0,0.316205534,0,0.316205534,1.8,2.572546568,2.2,1.423076324,1.9,1.961905372,328418.2459,924152957.8
128,01039961600,359887617,10737489,Census Tract 9616,Alabama,Covington County,4422,578,3899,587,176,124,0,12,84,64,0,12,0,12,123,99,140,127,88.2,6.586809767,4,2.755480034,0,0.271370421,1.9,1.425851394,0,0.271370421,0,0.271370421,2.8,2.209086803,3.2,2.842033134,227567.1118,497496582.1
129,01039961700,503908061,3999585,Census Tract 9617,Alabama,Covington County,3582,441,2961,420,536,310,0,12,24,44,0,12,0,12,25,37,36,55,82.7,5.823081652,15,8.456027639,0,0.335008375,0.7,1.225591165,0,0.335008375,0,0.335008375,0.7,1.029362334,1,1.530461386,228713.9918,695264421.2
130,01039961800,44049309,247732,Census Tract 9618,Alabama,Covington County,2831,367,2260,334,425,193,40,51,1,4,0,12,0,12,7,13,98,79,79.8,5.664948311,15,6.533695375,1.4,1.792147612,0,0.141218607,0,0.423878488,0,0.423878488,0.2,0.458081574,3.5,2.754213612,55000.98065,60817301.57
131,01039961900,41454332,484930,Census Tract 9619,Alabama,Covington County,2211,282,1762,284,288,120,0,12,0,12,0,12,0,12,79,75,82,112,79.7,7.853507364,13,5.166879178,0,0.542740841,0,0.542740841,0,0.542740841,0,0.542740841,3.6,3.361378641,3.7,5.043447102,37169.34787,57577340.9
132,01039962000,49909078,583715,Census Tract 9620,Alabama,Covington County,3767,465,2852,398,850,211,0,12,46,45,0,12,0,12,16,17,3,5,75.7,4.92814226,22.6,4.859636558,0,0.31855588,1.2,1.185036134,0,0.31855588,0,0.31855588,0.4,0.448231499,0.1,0.132367066,45853.08571,69144895.46
133,01039962100,15429744,163537,Census Tract 9621,Alabama,Covington County,2062,302,1156,228,836,339,5,10,0,12,0,12,0,12,20,22,45,59,56.1,7.405700159,40.5,15.33055558,0.2,0.483663961,0,0.581959263,0,0.581959263,0,0.581959263,1,1.057425987,2.2,2.843391501,24166.73331,21287003.37
134,01039962300,278900553,2691022,Census Tract 9623,Alabama,Covington County,3384,442,3213,410,12,19,0,12,0,12,0,12,0,12,32,45,127,93,94.9,17.33751409,0.4,0.559552024,0,0.354609929,0,0.354609929,0,0.354609929,0,0.354609929,0.9,1.324038786,3.8,2.704156839,123547.3863,386532090.6
135,01039962400,154677971,2459542,Census Tract 9624,Alabama,Covington County,3111,355,2888,341,171,122,0,12,0,12,0,12,0,12,52,39,0,12,92.8,2.816168829,5.5,3.871083484,0,0.385728062,0,0.385728062,0,0.385728062,0,0.385728062,1.7,1.239021196,0,0.385728062,81188.37711,216154130.9
136,01039962500,12524564,100118,Census Tract 9625,Alabama,Covington County,1429,255,1156,151,240,213,0,12,0,12,0,12,0,12,0,12,33,39,80.9,17.88975158,16.8,14.60112177,0,0.839748076,0,0.839748076,0,0.839748076,0,0.839748076,0,0.839748076,2.3,2.697890656,21488.64235,17343707.56
137,01039962600,11918591,172841,Census Tract 9626,Alabama,Covington County,1518,213,1049,188,302,147,18,24,0,12,0,12,0,12,144,75,5,8,69.1,7.704582501,19.9,9.27271321,1.2,1.572248464,0,0.790513834,0,0.790513834,0,0.790513834,9.5,4.758035469,0.3,0.52497873,19345.9614,16601210.42
138,01039962700,13046842,133803,Census Tract 9627,Alabama,Covington County,1570,264,1019,244,536,169,0,12,0,12,0,12,0,12,6,11,9,15,64.9,11.06447373,34.1,9.105739831,0,0.76433121,0,0.76433121,0,0.76433121,0,0.76433121,0.4,0.69768366,0.6,0.950538929,23548.14598,18095360.32
139,01039962800,249803366,1845232,Census Tract 9628,Alabama,Covington County,1644,233,1587,233,23,24,15,20,0,12,0,12,0,12,17,24,2,4,96.5,3.699629225,1.4,1.446325885,0.9,1.209652764,0,0.729927007,0,0.729927007,0,0.729927007,1,1.452479025,0.1,0.242697325,115082.4735,344881086
140,01039962900,530483088,6736300,Census Tract 9629,Alabama,Covington County,1983,380,1915,375,14,20,0,12,16,24,0,12,9,10,13,16,16,18,96.6,3.892679063,0.7,0.999457756,0,0.605143722,0.8,1.200370434,0,0.605143722,0.5,0.496729944,0.7,0.797018364,0.8,0.894450145,137883.9998,734813410
141,01039963000,403172622,3838825,Census Tract 9630,Alabama,Covington County,3582,481,3118,464,265,105,0,12,19,24,32,44,0,12,87,68,61,78,87,5.582931853,7.4,2.7578509,0,0.335008375,0.5,0.666220004,0.9,1.22249226,0,0.335008375,2.4,1.870154506,1.7,2.165513763,129240.397,556310608
142,01041963400,238913494,1415316,Census Tract 9634,Alabama,Crenshaw County,1836,282,1233,203,565,169,0,12,0,12,8,12,0,12,3,7,27,82,67.2,3.981375079,30.8,7.898551911,0,0.653594771,0,0.653594771,0.4,0.650159256,0,0.653594771,0.2,0.380436692,1.5,4.4605156,84930.6471,334327548.6
143,01041963500,226396691,213258,Census Tract 9635,Alabama,Crenshaw County,2005,329,1601,262,318,168,0,12,0,12,0,12,0,12,86,66,0,12,79.9,18.50497416,15.9,7.964634479,0,0.598503741,0,0.598503741,0,0.598503741,0,0.598503741,4.3,3.215646406,0,0.598503741,89939.58459,315702851.5
144,01041963600,374196566,755161,Census Tract 9636,Alabama,Crenshaw County,2943,338,2186,250,669,182,33,36,0,12,0,12,0,12,14,18,41,68,74.3,12.03884934,22.7,5.606066824,1.1,1.216443821,0,0.407747197,0,0.407747197,0,0.407747197,0.5,0.60917576,1.4,2.305021025,118795.3084,519815114.6
145,01041963700,257679333,896885,Census Tract 9637,Alabama,Crenshaw County,3877,436,2795,358,623,189,0,12,161,38,0,12,0,12,173,143,125,120,72.1,4.420098002,16.1,4.527588794,0,0.309517668,4.2,0.861730883,0,0.309517668,0,0.309517668,4.5,3.654123509,3.2,3.073866263,118880.1242,358304692.5
146,01041963800,273690135,1057672,Census Tract 9638,Alabama,Crenshaw County,1562,273,794,118,626,242,57,56,0,12,0,12,0,12,10,11,75,83,50.8,11.66187106,40.1,13.81916136,3.6,3.527961017,0,0.768245839,0,0.768245839,0,0.768245839,0.6,0.695279395,4.8,5.247015045,134169.0532,378863949.5
147,01041963900,206076544,1050270,Census Tract 9639,Alabama,Crenshaw County,1603,232,1165,202,372,162,0,12,22,37,0,12,0,12,7,11,37,59,72.7,6.939689017,23.2,9.531620284,0,0.748596382,1.4,2.299609781,0,0.748596382,0,0.748596382,0.4,0.683296778,2.3,3.665407609,150569.8749,285234194.1
148,01043965401,63368763,175855,Census Tract 9654.01,Alabama,Cullman County,3292,439,2925,406,193,146,0,12,0,12,0,12,0,12,143,130,31,41,88.9,3.421901091,5.9,4.365540235,0,0.364520049,0,0.364520049,0,0.364520049,0,0.364520049,4.3,3.906249911,0.9,1.239096519,49699.22855,92823796.16
149,01043965402,125548262,1113827,Census Tract 9654.02,Alabama,Cullman County,4773,699,4579,664,90,93,0,12,0,12,0,12,0,12,52,69,52,77,95.9,19.77180786,1.9,1.928792571,0,0.251414205,0,0.251414205,0,0.251414205,0,0.251414205,1.1,1.436800142,1.1,1.60533196,89317.44338,183817680.9
150,01043965700,195249163,7313668,Census Tract 9657,Alabama,Cullman County,2813,409,2661,393,17,22,0,12,0,12,0,12,0,12,33,35,102,98,94.6,2.45201676,0.6,0.777131425,0,0.426590828,0,0.426590828,0,0.426590828,0,0.426590828,1.2,1.232476377,3.6,3.443702433,152562.9861,285303830.7
151,01045020000,172481869,2801707,Census Tract 200,Alabama,Dale County,5715,534,3777,495,550,238,43,67,162,77,0,17,0,17,377,153,806,220,66.1,6.07340282,9.6,4.066235587,0.8,1.17024358,2.8,1.321040944,0,0.297462817,0,0.297462817,6.6,2.60524226,14.1,3.61693843,87695.37897,241277032.2
152,01045020100,364617323,86997,Census Tract 201,Alabama,Dale County,3245,440,2781,377,237,129,0,12,0,12,0,12,96,137,39,45,92,103,85.7,16.43200125,7.3,3.850021471,0,0.369799692,0,0.369799692,0,0.369799692,3,4.20277967,1.2,1.377140355,2.8,3.150748736,123245.3708,503782559.7
153,01045020200,247187652,310918,Census Tract 202,Alabama,Dale County,1960,292,1788,283,83,58,48,52,0,12,0,12,0,12,35,27,6,9,91.2,4.875876976,4.2,2.891151102,2.4,2.627854603,0,0.612244898,0,0.612244898,0,0.612244898,1.8,1.351618363,0.3,0.456913273,119749.2271,341434575.4
154,01045020300,111118861,154344,Census Tract 203,Alabama,Dale County,2407,439,2045,414,338,165,0,12,0,12,0,12,0,12,24,28,0,12,85,7.464830832,14,6.3586006,0,0.498545908,0,0.498545908,0,0.498545908,0,0.498545908,1,1.14897124,0,0.498545908,77708.22854,153307443.6
155,01045020400,61884922,413858,Census Tract 204,Alabama,Dale County,2483,335,2183,347,176,111,11,16,0,12,0,12,0,12,0,12,113,158,87.9,7.389365977,7.1,4.36691119,0.4,0.641603798,0,0.483286347,0,0.483286347,0,0.483286347,0,0.483286347,4.6,6.333577947,48911.78543,85933421.73
